Date,NSE Momentum Index,Equity + Puts,Equity + Puts + Calls,Equity + Gold + Puts + Calls,Gold Bees,QAW,QGF,QVF
04/08/2013,3828.5,14661568,16774039.7,1597336.19,25.96,315.79,93.99,151.61
05/08/2013,3831.19,14608082.74,16712851.46,1600220.75,26.51,318.00,93.88,150.99
06/08/2013,3723.81,14658063.62,16770009.9,1603657.73,26.45,316.55,94.23,151.17
07/08/2013,3713.42,14697311.67,16814908.82,1601724.59,26.06,315.07,94.91,151.62
08/08/2013,3746.58,14676395.78,16790986.95,1603460.04,26.32,316.58,95.09,151.87
09/08/2013,3746.58,14676395.78,16790986.95,1603460.04,26.32,316.58,95.09,151.87
10/08/2013,3746.58,14676395.78,16790986.95,1603460.04,26.32,316.58,95.09,151.87
11/08/2013,3746.58,14676395.78,16790986.95,1603460.04,26.32,316.58,95.09,151.87
12/08/2013,3819.28,14848738.75,16988166.95,1628382.73,27.08,322.04,95.70,154.39
13/08/2013,3871.11,14682012.45,16797437.2,1622045.81,27.66,323.81,94.46,154.70
14/08/2013,3899.61,14648685.05,16759315.25,1617996.69,27.57,323.40,94.26,154.97
15/08/2013,3899.61,14648685.05,16759315.25,1617996.69,27.57,323.40,94.26,154.97
16/08/2013,3834.35,15261492.5,17460372.87,1683337.6,28.55,331.38,95.68,157.78
17/08/2013,3834.35,15261492.5,17460372.87,1683337.6,28.55,331.38,95.68,157.78
18/08/2013,3834.35,15261492.5,17460372.87,1683337.6,28.55,331.38,95.68,157.78
19/08/2013,3744.98,15304799.43,17509899.68,1693639.18,29.04,333.00,95.16,157.72
20/08/2013,3675.52,15118934.13,17297250.35,1678376.7,29.08,331.00,94.87,155.92
21/08/2013,3645.95,15287729.22,17490351.27,1694348.41,29.2,332.16,95.37,156.32
22/08/2013,3632.21,14877942.58,17021540.08,1660049.33,29.24,329.31,94.04,154.41
23/08/2013,3688.36,14877429.9,17020964.65,1657168.99,29.03,328.71,93.62,155.33
24/08/2013,3688.36,14877429.9,17020964.65,1657168.99,29.03,328.71,93.62,155.33
25/08/2013,3688.36,14877429.9,17020964.65,1657168.99,29.03,328.71,93.62,155.33
26/08/2013,3722.58,15030152.09,17195690.28,1675558.58,29.43,332.17,93.96,156.51
27/08/2013,3631.64,15291485.99,17494646.31,1701964.21,29.74,334.25,95.40,157.59
28/08/2013,3575.32,15171052.62,17356855.71,1697534.62,30.17,334.74,94.98,156.56
29/08/2013,3642.14,14915189.57,17064153.74,1673080.1,29.97,332.58,93.69,155.85
30/08/2013,3659,14984234.17,17217444.99,1672986.47,29.12,330.33,94.12,157.07
31/08/2013,3659,14984234.17,17217444.99,1672986.47,29.12,330.33,94.12,157.07
01/09/2013,3659,14984234.17,17217444.99,1672986.47,29.12,330.33,94.12,157.07
02/09/2013,3687.72,14957661.33,17186918.74,1671934.03,29.21,331.27,95.05,157.51
03/09/2013,3617.94,14674628.55,16641894.1,1641700,29.97,330.25,93.86,154.33
04/09/2013,3654.58,14608651.27,16567120.11,1633575.86,29.78,329.93,93.76,154.88
05/09/2013,3719.63,14636233.14,16598452.61,1628742.83,29.25,328.78,94.54,155.77
06/09/2013,3760.05,14795280.29,16935938,1645039.99,28.6,328.05,94.46,157.74
07/09/2013,3760.05,14795280.29,16935938,1645039.99,28.6,328.05,94.46,157.74
08/09/2013,3760.05,14795280.29,16935938,1645039.99,28.6,328.05,94.46,157.74
09/09/2013,3760.05,14795280.29,16935938,1645039.99,28.6,328.05,94.46,157.74
10/09/2013,3827.42,15060371.99,17685316.71,1696000.56,28.25,330.74,96.59,164.29
11/09/2013,3872.81,15238975.4,17954815.78,1714541.95,28.14,332.45,97.07,165.67
12/09/2013,3860.16,15189199.39,17726108.48,1697545.64,28.14,331.47,97.23,164.48
13/09/2013,3845.91,15133127.6,17650002.62,1685944.46,27.7,329.27,97.43,163.26
14/09/2013,3845.91,15133127.6,17650002.62,1685944.46,27.7,329.27,97.43,163.26
15/09/2013,3845.91,15133127.6,17650002.62,1685944.46,27.7,329.27,97.43,163.26
16/09/2013,3840.94,15113571.33,17579125.74,1678920.67,27.57,328.07,96.87,162.33
17/09/2013,3831.8,15077606.69,17585656.07,1683054.28,27.84,329.20,96.74,162.55
18/09/2013,3863.61,15202774.67,17874639.2,1700341.17,27.53,329.62,97.59,164.53
19/09/2013,3937.75,15494505.38,18727639.58,1773325.36,28.24,337.53,98.45,168.94
20/09/2013,3905.47,15367488.02,18304262.35,1740510.97,28.14,335.77,99.11,166.67
21/09/2013,3905.47,15367488.02,18304262.35,1740510.97,28.14,335.77,99.11,166.67
22/09/2013,3905.47,15367488.02,18304262.35,1740510.97,28.14,335.77,99.11,166.67
23/09/2013,3886.86,15294260.22,17830371.42,1701915.84,27.89,332.72,98.83,164.72
24/09/2013,3907.93,15377167.78,17933572.71,1707828.62,27.76,332.99,99.49,164.98
25/09/2013,3923.47,15438315.55,17906986.26,1708014.82,27.92,334.06,99.17,164.90
26/09/2013,3912.66,15395779.68,17848033.96,1703904.04,27.94,333.72,98.95,165.11
27/09/2013,3943.97,15518980.23,18124883.14,1725423.87,28.01,334.96,98.67,166.65
28/09/2013,3943.97,15518980.23,18124883.14,1725423.87,28.01,334.96,98.67,166.65
29/09/2013,3943.97,15518980.23,18124883.14,1725423.87,28.01,334.96,98.67,166.65
30/09/2013,3970.95,15625142.82,18081524.21,1727741.69,28.42,336.98,98.71,165.60
01/10/2013,3988.05,15575985.84,18024620.94,1718918.77,28.08,335.09,98.89,164.93
02/10/2013,3988.05,15575985.84,18024620.94,1718918.77,28.08,335.09,98.89,164.93
03/10/2013,4017.67,15502532.75,17939590.39,1710167.54,27.9,334.94,98.93,165.39
04/10/2013,4027.21,15539343.68,17975716.28,1712717.1,27.89,335.36,99.63,165.43
05/10/2013,4027.21,15539343.68,17975716.28,1712717.1,27.89,335.36,99.63,165.43
06/10/2013,4027.21,15539343.68,17975716.28,1712717.1,27.89,335.36,99.63,165.43
07/10/2013,4042.09,15596759.46,18012445.82,1716527.63,27.97,336.40,100.21,166.48
08/10/2013,4032.88,15561221.87,17973483.15,1723766.32,28.72,339.52,100.40,166.68
09/10/2013,4077.05,15731655.7,18335446.71,1746071.37,28.38,340.01,101.38,169.59
10/10/2013,4099.01,15816390.29,18454126.71,1755296.41,28.41,341.13,102.58,170.59
11/10/2013,4093.1,15793586.03,18502230.48,1754141.94,28.06,339.26,102.60,171.44
12/10/2013,4093.1,15793586.03,18502230.48,1754141.94,28.06,339.26,102.60,171.44
13/10/2013,4093.1,15793586.03,18502230.48,1754141.94,28.06,339.26,102.60,171.44
14/10/2013,4106.39,15844866.66,18597665.55,1764747.35,28.32,340.72,101.94,172.56
15/10/2013,4071.61,15710664.98,18350438.89,1743672.32,28.12,338.32,101.05,171.35
16/10/2013,4071.61,15710664.98,18350438.89,1743672.32,28.12,338.32,101.05,171.35
17/10/2013,4059.57,15664207.58,18151006.46,1736418.43,28.68,340.13,100.90,168.35
18/10/2013,4086.34,15767501.98,18602388.88,1772665.23,28.88,343.05,101.42,171.93
19/10/2013,4086.34,15767501.98,18602388.88,1772665.23,28.88,343.05,101.42,171.93
20/10/2013,4086.34,15767501.98,18602388.88,1772665.23,28.88,343.05,101.42,171.93
21/10/2013,4105.99,15843323.23,18762689.74,1787280.4,29.08,344.95,101.80,172.64
22/10/2013,4130.54,15938051.56,18837431.03,1796077.72,29.32,347.29,102.34,173.15
23/10/2013,4129.37,15933537.01,18716346.84,1792754.53,29.74,348.84,102.29,172.08
24/10/2013,4137.75,15965871.98,18721573.46,1791926.84,29.65,348.43,102.48,170.48
25/10/2013,4131.22,15940675.4,18591270.2,1783594.62,29.75,348.42,102.54,169.47
26/10/2013,4131.22,15940675.4,18591270.2,1783594.62,29.75,348.42,102.54,169.47
27/10/2013,4131.22,15940675.4,18591270.2,1783594.62,29.75,348.42,102.54,169.47
28/10/2013,4105.23,15840390.7,18379865.72,1769505.63,29.87,347.27,103.40,167.18
29/10/2013,4144.64,15992457.65,18898431.47,1798448.99,29.16,347.00,104.31,171.34
30/10/2013,4158.82,16047172.43,19030362.02,1807172.39,29.08,347.43,104.73,172.61
31/10/2013,4194.54,16185001.19,19314300.48,1822598.04,28.66,347.30,105.71,173.34
01/11/2013,4225.11,16302958.22,19493693.91,1837956.45,28.81,349.20,106.60,173.63
02/11/2013,4225.11,16302958.22,19493693.91,1837956.45,28.81,349.20,106.60,173.63
03/11/2013,4251.46,16404632.01,19612534.92,1846788.08,28.81,350.29,106.60,174.92
04/11/2013,4251.46,16404632.01,19612534.92,1846788.08,28.81,350.29,106.60,174.92
05/11/2013,4266.28,16461816.28,19561555.53,1838540.52,28.48,348.65,108.52,171.74
06/11/2013,4274.1,16491990.44,19549847.93,1841589.03,28.77,350.17,109.11,172.36
07/11/2013,4254.52,16416439.29,19393718.81,1827419.01,28.58,348.08,108.05,171.25
08/11/2013,4253.15,16411153.02,19329536.78,1824405.93,28.71,348.06,107.32,171.56
09/11/2013,4253.15,16411153.02,19329536.78,1824405.93,28.71,348.06,107.32,171.56
10/11/2013,4253.15,16411153.02,19329536.78,1824405.93,28.71,348.06,107.32,171.56
11/11/2013,4242.89,16430506.1,19352329.36,1825559.27,28.67,347.54,106.80,170.93
12/11/2013,4221.28,16508587.34,19444290.14,1837392.84,29.04,349.38,107.43,171.45
13/11/2013,4205.61,16505124.59,19440209.63,1835873.5,28.95,348.68,107.83,171.61
14/11/2013,4223.74,16395506.94,19311104.98,1826819.61,28.99,348.15,108.05,171.48
15/11/2013,4223.74,16395506.94,19311104.98,1826819.61,28.99,348.15,108.05,171.48
16/11/2013,4223.74,16395506.94,19311104.98,1826819.61,28.99,348.15,108.05,171.48
17/11/2013,4223.74,16395506.94,19311104.98,1826819.61,28.99,348.15,108.05,171.48
18/11/2013,4249.05,16207844.85,19090080.96,1811069.89,29.04,347.74,106.93,171.36
19/11/2013,4240.92,16176833.26,19046408.19,1805662.4,28.88,346.73,107.19,171.19
20/11/2013,4233.87,16149941.3,18878113.21,1793425.85,28.9,345.93,107.88,168.88
21/11/2013,4194.84,16198516.54,18934883.59,1796023.26,28.78,344.62,108.13,168.14
22/11/2013,4195.07,16175827.59,18908363.12,1794322.64,28.8,344.64,107.81,168.27
23/11/2013,4195.07,16175827.59,18908363.12,1794322.64,28.8,344.64,107.81,168.27
24/11/2013,4195.07,16175827.59,18908363.12,1794322.64,28.8,344.64,107.81,168.27
25/11/2013,4211.67,15983216.51,18683228.39,1772186.91,28.4,342.41,107.45,168.01
26/11/2013,4205.13,15958397.33,18538186.9,1765597,28.71,343.01,107.39,168.27
27/11/2013,4230.81,15990682.15,18575684.76,1767167.54,28.62,342.72,107.54,167.64
28/11/2013,4262.28,16061692.95,18658170.5,1771270.6,28.47,343.14,107.81,168.11
29/11/2013,4275.93,16113130.71,18717923.01,1779629.65,28.76,345.65,108.70,168.77
30/11/2013,4275.93,16113130.71,18717923.01,1779629.65,28.76,345.65,108.70,168.77
01/12/2013,4275.93,16113130.71,18717923.01,1779629.65,28.76,345.65,108.70,168.77
02/12/2013,4315.46,16262092.94,18982660.86,1797141.6,28.6,346.45,110.23,171.03
03/12/2013,4327.4,16307086.84,19032345.44,1799752.92,28.52,346.26,110.49,170.46
04/12/2013,4297.94,16196071.73,18821873.78,1785327.88,28.61,345.40,110.09,168.97
05/12/2013,4283.95,16143352.74,18808391.82,1785136.71,28.67,345.70,109.29,168.57
06/12/2013,4305.43,16224296.55,19000149.18,1796549.52,28.46,346.09,109.55,169.40
07/12/2013,4305.43,16224296.55,19000149.18,1796549.52,28.46,346.09,109.55,169.40
08/12/2013,4305.43,16224296.55,19000149.18,1796549.52,28.46,346.09,109.55,169.40
09/12/2013,4315.69,16262959.65,19086434.07,1798908.08,28.16,346.08,109.16,170.43
10/12/2013,4326.67,16304335.96,19080695.59,1800373.35,28.3,346.48,109.02,171.10
11/12/2013,4342,16362104.51,19103452.52,1803415.75,28.4,347.34,108.99,170.37
12/12/2013,4330.56,16318994.77,18830504.67,1780699.5,28.22,345.58,108.85,168.35
13/12/2013,4301.86,16210843.6,18612039.84,1763788.74,28.17,343.45,107.78,167.30
14/12/2013,4301.86,16210843.6,18612039.84,1763788.74,28.17,343.45,107.78,167.30
15/12/2013,4301.86,16210843.6,18612039.84,1763788.74,28.17,343.45,107.78,167.30
16/12/2013,4339.84,16396022.26,18824645.97,1778642.64,28.1,344.64,108.54,168.16
17/12/2013,4337.38,16420099.51,18852288.25,1778805.15,27.96,344.14,109.18,168.69
18/12/2013,4396.51,16477173.45,18917822.94,1783269.98,27.93,345.67,110.06,169.59
19/12/2013,4404.02,16505319.32,18767528.72,1769803.82,27.76,344.74,110.57,170.01
20/12/2013,4488.33,16703305.99,18992659.55,1784237.27,27.59,346.77,111.18,171.70
21/12/2013,4488.33,16703305.99,18992659.55,1784237.27,27.59,346.77,111.18,171.70
22/12/2013,4488.33,16703305.99,18992659.55,1784237.27,27.59,346.77,111.18,171.70
23/12/2013,4504.82,16764673.47,19048811.32,1788950.66,27.63,347.82,111.34,171.66
24/12/2013,4535.67,16879481.65,19104877.26,1791630.84,27.52,348.28,111.39,171.10
25/12/2013,4535.67,16879481.65,19104877.26,1791630.84,27.52,348.28,111.39,171.10
26/12/2013,4543.34,16908025.53,19082326.58,1791171.09,27.61,349.04,111.27,170.57
27/12/2013,4557.53,16960833.57,19312659.35,1805856,27.43,349.06,111.97,172.81
28/12/2013,4557.53,16960833.57,19312659.35,1805856,27.43,349.06,111.97,172.81
29/12/2013,4557.53,16960833.57,19312659.35,1805856,27.43,349.06,111.97,172.81
30/12/2013,4559.62,16968611.5,19246864.25,1798534.25,27.25,348.14,112.28,172.17
31/12/2013,4580.54,17046465.22,19365349.59,1806393.59,27.18,348.74,112.46,172.77
01/01/2014,4596.79,17106939.54,19447600.26,1813316.76,27.24,349.66,112.73,173.44
02/01/2014,4541.79,16902257.21,19064333.4,1790175.83,27.46,348.13,111.08,170.71
03/01/2014,4572.8,16978165.92,19149945.71,1799324.76,27.65,349.58,111.40,172.09
04/01/2014,4572.8,16978165.92,19149945.71,1799324.76,27.65,349.58,111.40,172.09
05/01/2014,4572.8,16978165.92,19149945.71,1799324.76,27.65,349.58,111.40,172.09
06/01/2014,4608.27,17149756.36,19343491.76,1812526.76,27.63,350.80,112.33,172.50
07/01/2014,4584.7,17107015.11,19295290.45,1808823.16,27.61,350.04,112.49,172.03
08/01/2014,4608.19,17183039.92,19381038.25,1811324.75,27.4,350.03,113.22,172.56
09/01/2014,4607.7,17174215.99,19371084.47,1811127.93,27.43,350.07,113.04,172.23
10/01/2014,4583.68,17087411.91,19273177.13,1805778.97,27.52,349.63,112.01,172.90
11/01/2014,4583.68,17087411.91,19273177.13,1805778.97,27.52,349.63,112.01,172.90
12/01/2014,4583.68,17087411.91,19273177.13,1805778.97,27.52,349.63,112.01,172.90
13/01/2014,4578,16862629.46,19019608.5,1789378.06,27.6,348.60,111.40,171.97
14/01/2014,4549.21,16756584.22,18824733.78,1777580.93,27.71,348.19,110.94,171.45
15/01/2014,4552.52,16768776.29,18952767.82,1783705.31,27.54,348.05,110.99,172.63
16/01/2014,4568.2,16826532.09,19012366,1788538.75,27.58,348.67,111.20,171.67
17/01/2014,4507.04,16601255.02,18634080.58,1761918.5,27.57,346.40,109.96,168.83
18/01/2014,4507.04,16601255.02,18634080.58,1761918.5,27.57,346.40,109.96,168.83
19/01/2014,4507.04,16601255.02,18634080.58,1761918.5,27.57,346.40,109.96,168.83
20/01/2014,4572.68,16843033.74,18971479.36,1788175.81,27.73,349.47,111.32,172.08
21/01/2014,4577.37,16860308.91,19006746.31,1789809.96,27.68,349.07,111.73,171.78
22/01/2014,4587.74,16898505.83,19077001.62,1792725.93,27.56,349.00,112.20,172.28
23/01/2014,4557.01,16785314.78,18980358.93,1785135.52,27.51,347.80,112.74,171.62
24/01/2014,4512.94,16622987.11,18612266.2,1761890.78,27.66,346.79,111.89,169.28
25/01/2014,4512.94,16622987.11,18612266.2,1761890.78,27.66,346.79,111.89,169.28
26/01/2014,4512.94,16622987.11,18612266.2,1761890.78,27.66,346.79,111.89,169.28
27/01/2014,4428.45,16615763.46,18604186.18,1764321.31,27.84,346.56,111.55,168.91
28/01/2014,4425.08,16606013.54,18593269.55,1762226.54,27.76,345.75,111.69,168.46
29/01/2014,4448.8,16744236.38,18748034.92,1779373.39,28.14,349.12,111.57,169.78
30/01/2014,4422.3,16873047.22,18892266.63,1783801.34,27.8,347.95,111.53,169.70
31/01/2014,4508.43,17201671.59,19384148.37,1815869.17,27.66,350.41,112.61,172.72
01/02/2014,4508.43,17201671.59,19384148.37,1815869.17,27.66,350.41,112.61,172.72
02/02/2014,4508.43,17201671.59,19384148.37,1815869.17,27.66,350.41,112.61,172.72
03/02/2014,4481.24,17265130.43,19455650.63,1819870.87,27.6,350.32,113.56,173.24
04/02/2014,4479.3,17243930.16,19431761.21,1820030.88,27.71,350.64,113.70,172.63
05/02/2014,4507.1,17343744.46,19544239.83,1827896.61,27.71,351.79,114.56,173.39
06/02/2014,4504.56,17307170.25,19503026.53,1825180.95,27.72,351.97,114.34,174.16
07/02/2014,4544.06,17381959.65,19587308.52,1831574.12,27.75,353.21,113.81,173.69
08/02/2014,4544.06,17381959.65,19587308.52,1831574.12,27.75,353.21,113.81,173.69
09/02/2014,4544.06,17381959.65,19587308.52,1831574.12,27.75,353.21,113.81,173.69
10/02/2014,4542.48,17395677.1,19602765.44,1835317.77,27.91,354.06,114.41,173.09
11/02/2014,4565.07,17422275.78,19632741.69,1839244.66,28.02,354.70,114.43,173.34
12/02/2014,4581.18,17394702.17,19601673.91,1836572.8,27.99,354.42,114.18,173.07
13/02/2014,4560.49,17550155.35,19776839.15,1848156.57,27.95,354.07,114.37,173.29
14/02/2014,4568.96,17376496.92,19581157.5,1836968.69,28.1,353.70,113.63,172.46
15/02/2014,4568.96,17376496.92,19581157.5,1836968.69,28.1,353.70,113.63,172.46
16/02/2014,4568.96,17376496.92,19581157.5,1836968.69,28.1,353.70,113.63,172.46
17/02/2014,4560.57,17225323.94,19410810.01,1832212.22,28.53,354.98,112.49,171.90
18/02/2014,4578.93,17204672.81,19387543.07,1831583.67,28.59,355.44,113.32,171.86
19/02/2014,4595.17,17265692.28,19501025.87,1840185.3,28.63,356.37,114.37,173.21
20/02/2014,4581.82,17215531.57,19353160.71,1828680.02,28.56,355.17,114.43,172.16
21/02/2014,4603.33,17187749.9,19321932.59,1824499.16,28.44,355.06,114.97,172.39
22/02/2014,4603.33,17187749.9,19321932.59,1824499.16,28.44,355.06,114.97,172.39
23/02/2014,4603.33,17187749.9,19321932.59,1824499.16,28.44,355.06,114.97,172.39
24/02/2014,4607.55,17203506.39,19399622.5,1832095.55,28.57,356.08,116.05,173.06
25/02/2014,4635.84,17309134.58,19517680.73,1839186.52,28.5,356.55,116.23,173.87
26/02/2014,4635.24,17306894.32,19621290.85,1847264.17,28.55,357.22,116.15,174.90
27/02/2014,4635.24,17306894.32,19621290.85,1847264.17,28.55,357.22,116.15,174.90
28/02/2014,4669.68,17435485.17,19915928.89,1867036.36,28.5,358.38,117.12,177.81
01/03/2014,4669.68,17435485.17,19915928.89,1867036.36,28.5,358.38,117.12,177.81
02/03/2014,4669.68,17435485.17,19915928.89,1867036.36,28.5,358.38,117.12,177.81
03/03/2014,4658.12,17392322.85,19809497.05,1861590.54,28.62,358.11,117.29,176.09
04/03/2014,4681.57,17479879.63,20032375.8,1874347.49,28.45,358.72,117.94,176.95
05/03/2014,4725.87,17645285.4,20230875.8,1886730.99,28.36,359.98,118.71,177.36
06/03/2014,4745.18,17717384.39,20507490.21,1904244.25,28.25,360.80,119.39,178.86
07/03/2014,4694.91,17529688.05,20624864.57,1911786.66,28.21,359.87,117.88,178.28
08/03/2014,4694.91,17529688.05,20624864.57,1911786.66,28.21,359.87,117.88,178.28
09/03/2014,4694.91,17529688.05,20624864.57,1911786.66,28.21,359.87,117.88,178.28
10/03/2014,4681.74,17480514.37,20612782.01,1908278.99,28.05,358.76,117.10,177.17
11/03/2014,4662.87,17410058.24,20492627.16,1900708.56,28.1,358.20,117.10,176.74
12/03/2014,4665.92,17421446.22,20490117.58,1901864.42,28.18,358.68,117.52,177.75
13/03/2014,4643.56,17337959.24,20296451.15,1888986.84,28.22,358.35,117.01,176.25
14/03/2014,4639.55,17322986.85,20321413.2,1893228.77,28.37,359.16,117.11,176.19
15/03/2014,4639.55,17322986.85,20321413.2,1893228.77,28.37,359.16,117.11,176.19
16/03/2014,4639.55,17322986.85,20321413.2,1893228.77,28.37,359.16,117.11,176.19
17/03/2014,4639.55,17322986.85,20321413.2,1893228.77,28.37,359.16,117.11,176.19
18/03/2014,4670.29,17437762.77,20469495.46,1899590.2,28.13,359.41,118.35,176.87
19/03/2014,4658.5,17393741.68,20421207.68,1892718.56,27.92,357.83,118.96,177.23
20/03/2014,4651.94,17369248.19,20261058.98,1875195.25,27.54,355.32,120.41,177.22
21/03/2014,4695.89,17533347.14,20469059.61,1891238.7,27.63,357.08,121.02,177.94
22/03/2014,4705.36,17568705.89,20508978.98,1894030.29,27.63,357.52,121.38,178.60
23/03/2014,4705.36,17568705.89,20508978.98,1894030.29,27.63,357.52,121.38,178.60
24/03/2014,4685.81,17495710.79,20680741.69,1900716.36,27.31,356.21,120.44,179.22
25/03/2014,4703.84,17563030.57,20783086.85,1903213.67,27.03,355.56,121.42,179.42
26/03/2014,4709.83,17585395.81,20828877.59,1906083.02,27.01,355.55,122.08,177.96
27/03/2014,4724.83,17641402.28,20975055.04,1913309.76,26.83,355.61,122.47,179.25
28/03/2014,4764.67,17790155.46,21182232.54,1928297.13,26.86,357.96,123.17,180.17
29/03/2014,4764.67,17790155.46,21182232.54,1928297.13,26.86,357.96,123.17,180.17
30/03/2014,4764.67,17790155.46,21182232.54,1928297.13,26.86,357.96,123.17,180.17
31/03/2014,4810.24,17960303.1,21411388.67,1947817.04,27.07,360.70,124.05,180.97
01/04/2014,4816.94,17985319.32,21408338.51,1942777.55,26.78,359.47,123.98,181.55
02/04/2014,4886.42,18244741.28,21769856.67,1961235.59,26.37,359.55,124.67,184.16
03/04/2014,4884.77,18238580.57,21714098.49,1961330.47,26.61,360.91,124.78,183.82
04/04/2014,4890.3,18259228.28,21651022.46,1957418.77,26.64,360.82,125.38,183.80
05/04/2014,4890.3,18259228.28,21651022.46,1957418.77,26.64,360.82,125.38,183.80
06/04/2014,4890.3,18259228.28,21651022.46,1957418.77,26.64,360.82,125.38,183.80
07/04/2014,4847.55,18099609.85,21418029.74,1941791.06,26.68,359.91,124.02,182.60
08/04/2014,4847.55,18099609.85,21418029.74,1941791.06,26.68,359.91,124.02,182.60
09/04/2014,4901.1,18299552.94,21878409.34,1976648.54,26.84,363.30,125.10,184.20
10/04/2014,4913.59,18346187.66,21863685.7,1979945.83,27.1,365.15,125.60,182.46
11/04/2014,4909.01,18329087.02,21789873.67,1974284.83,27.07,364.76,125.76,182.49
12/04/2014,4909.01,18329087.02,21789873.67,1974284.83,27.07,364.76,125.76,182.49
13/04/2014,4909.01,18329087.02,21789873.67,1974284.83,27.07,364.76,125.76,182.49
14/04/2014,4909.01,18329087.02,21789873.67,1974284.83,27.07,364.76,125.76,182.49
15/04/2014,4926.88,18395809.39,21748190.35,1975530.39,27.32,365.97,125.72,181.91
16/04/2014,4874.7,18200981.56,21392306.05,1950643.09,27.32,363.82,125.54,179.51
17/04/2014,4952.13,18490086.94,21934648.24,1990067.33,27.41,367.53,126.41,183.16
18/04/2014,4952.13,18490086.94,21934648.24,1990067.33,27.41,367.53,126.41,183.16
19/04/2014,4952.13,18490086.94,21934648.24,1990067.33,27.41,367.53,126.41,183.16
20/04/2014,4952.13,18490086.94,21934648.24,1990067.33,27.41,367.53,126.41,183.16
21/04/2014,4992.37,18640333.62,22167554.47,2008185.29,27.52,369.48,127.89,185.83
22/04/2014,4982.89,18604937.53,22144982.02,2010434.45,27.75,370.51,127.70,185.68
23/04/2014,4991.29,18636301.16,22193563.91,2015329.61,27.84,371.19,128.78,186.86
24/04/2014,4991.29,18636301.16,22193563.91,2015329.61,27.84,371.19,128.78,186.86
25/04/2014,4957.64,18510659.98,22225687.32,2020072.33,27.99,370.17,128.35,187.46
26/04/2014,4957.64,18510659.98,22225687.32,2020072.33,27.99,370.17,128.35,187.46
27/04/2014,4957.64,18510659.98,22225687.32,2020072.33,27.99,370.17,128.35,187.46
28/04/2014,4995.12,18650601.47,22376360.28,2031274.71,28.03,371.48,128.33,187.60
29/04/2014,4952.79,18492551.22,22078933.18,2009310.43,27.96,369.37,127.74,186.39
30/04/2014,4917.73,18361645.44,21877940.21,1993590.61,27.86,367.58,127.13,185.22
01/05/2014,4917.73,18361645.44,21877940.21,1993590.61,27.86,367.58,127.13,185.22
02/05/2014,4947.53,18571524.74,22128019,2010579.58,27.83,369.25,127.97,187.77
03/05/2014,4947.53,18571524.74,22128019,2010579.58,27.83,369.25,127.97,187.77
04/05/2014,4947.53,18571524.74,22128019,2010579.58,27.83,369.25,127.97,187.77
05/05/2014,4929.35,18498764.92,22041325.17,2006347.63,27.94,369.08,127.71,186.59
06/05/2014,4946.89,18502445.12,22045705.65,2007153.22,27.97,369.20,127.05,187.03
07/05/2014,4957.42,18541829.61,21967530.76,2002185.64,28,369.22,127.23,186.02
08/05/2014,4958.27,18577214.14,22009458.05,2001289.98,27.77,368.41,126.89,187.03
09/05/2014,4997.08,18476655.25,21890279.99,1990792.29,27.64,368.56,125.91,185.99
10/05/2014,4997.08,18476655.25,21890279.99,1990792.29,27.64,368.56,125.91,185.99
11/05/2014,4997.08,18476655.25,21890279.99,1990792.29,27.64,368.56,125.91,185.99
12/05/2014,5002.37,18496214.97,22126313.26,2006299.78,27.58,370.06,126.14,188.15
13/05/2014,5042.29,18643818.79,22355104.98,2019969.5,27.44,371.51,126.55,189.52
14/05/2014,5071.12,18750417.44,22528040.73,2031563.79,27.41,372.35,126.47,189.86
15/05/2014,5022.61,18571052.18,22391906.24,2021544.52,27.38,370.90,126.09,189.54
16/05/2014,5026.63,18585916.09,22359708.76,2013301.79,27.02,369.97,126.23,188.19
17/05/2014,5026.63,18585916.09,22359708.76,2013301.79,27.02,369.97,126.23,188.19
18/05/2014,5026.63,18585916.09,22359708.76,2013301.79,27.02,369.97,126.23,188.19
19/05/2014,5102.31,18865742.16,22715158.51,2033831.77,26.76,372.01,126.94,186.98
20/05/2014,5173.31,19128263.98,23186091.03,2064767.44,26.64,373.36,128.30,190.44
21/05/2014,5241.16,19379138.7,23281246.37,2069757.54,26.54,374.66,128.95,191.98
22/05/2014,5326.26,19693795.13,23713822.26,2084364.42,25.6,373.07,130.68,194.51
23/05/2014,5360.48,19820323.25,24119389.61,2111228.32,25.51,375.02,131.61,196.43
24/05/2014,5360.48,19820323.25,24119389.61,2111228.32,25.51,375.02,131.61,196.43
25/05/2014,5360.48,19820323.25,24119389.61,2111228.32,25.51,375.02,131.61,196.43
26/05/2014,5308.03,19626389.88,23956176.77,2101146.07,25.59,373.11,130.64,194.37
27/05/2014,5306.85,19622026.84,23653168.15,2077792.94,25.46,371.56,130.97,194.75
28/05/2014,5325.15,19689690.92,23775654.6,2082863.7,25.25,371.16,131.43,196.90
29/05/2014,5338.26,19738165.02,23590840.72,2064614.05,24.93,369.37,130.86,195.74
30/05/2014,5365.61,19839291.38,23745207.95,2075242.67,24.92,370.88,131.33,198.46
31/05/2014,5365.61,19839291.38,23745207.95,2075242.67,24.92,370.88,131.33,198.46
01/06/2014,5365.61,19839291.38,23745207.95,2075242.67,24.92,370.88,131.33,198.46
02/06/2014,5441.57,20120152.75,24302451.66,2112214.16,24.8,373.37,132.96,200.68
